NAME,Density (g/cm3),Pore limiting diameter (A),Largest cavity diameter (A),Volum. Surface area (m2/cm3),Grav. Surface area (m2/g),Helium void fraction (-),Pore volume (cm3/g),Porosity,Mixture,MF Methane,MF Ethane,MF Ethylene,MF Propane,MF Propylene,MF CO2,MF CO,MF N2,Total grav. Uptake (mol/kg),Total volum. uptake (cm3/cm3),Grav. Uptake Methane (mol/kg),Grav. Uptake Ethane (mol/kg),Grav. Uptake Ethylene (mol/kg),Grav. Uptake Propane (mol/kg),Grav. Uptake Propylene (mol/kg),Grav. Uptake CO2 (mol/kg),Grav. Uptake CO (mol/kg),Grav. Uptake N2 (mol/kg),Volum. Uptake Methane (cm3/cm3),Volum. Uptake Ethane (cm3/cm3),Volum. Uptake Ethylene (cm3/cm3),Volum. Uptake Propane (cm3/cm3),Volum. Uptake Propylene (cm3/cm3),Volum. Uptake CO2 (cm3/cm3),Volum. Uptake CO (cm3/cm3),Volum. Uptake N2 (cm3/cm3),Selectivity Methane/Mixture,Selectivity Ethane/Ethylene,Selectivity Propane/Propylene,Adsorbed MF Methane,Adsorbed MF Ethane,Adsorbed MF Ethylene,Adsorbed MF Propane,Adsorbed MF Propylene,Adsorbed MF CO2,Adsorbed MF CO,Adsorbed MF N2,Qst Methane (kJ/mol),Qst Ethane (kJ/mol),Qst Ethylene (kJ/mol),Qst Propane (kJ/mol),Qst Propylene (kJ/mol),Qst CO2 (kJ/mol),Qst CO (kJ/mol),Qst N2 (kJ/mol),MOF Density (g/cm3),Pore Limiting Diameter (A),Largest Cavity Diameter (A),Volum. Surface Area (m2/cm3),Grav. Surface Area (m2/g),Helium Void Fraction (-),Pore Volume (cm3/g),QST Methane (kJ/mol),QST Ethane (kJ/mol),QST Ethylene (kJ/mol),QST Propane (kJ/mol),QST Propylene (kJ/mol),QST CO2 (kJ/mol),QST CO (kJ/mol),QST N2 (kJ/mol),URL
IBIDAA,1.211,9.19,9.74,994.657595,821.486923,0.380329,0.314,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.3685,64.2785,1.014551006,0.687862305,0.161990568,0.078165992,0.15446785,0.261435737,0.00964646,0.00038173,27.53377329,18.66780936,4.396241842,2.121337113,4.192083725,7.095071877,0.261794083,0.01035972,0.132234076,1.769296181,1.518102156,42.8,29,6.8,3.3,6.5,11,0.4,0,13.67939798,20.26488239,18.52421593,26.09303892,24.82617918,21.72137413,11.68473625,10.98118408,[1.2-1.3),[8.0-10.0),[8.0-10.0),[875-1000),[750-1000),[0.35-0.4),[0.3-0.35),[12-14),[20-24),[15-20),[25-30),[20-25),[20-24),[10-14),[10-12),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IBIDAA
IBITUK,1.177,3.63,4.84,776.649511,659.707031,0.279532,0.2374,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.1976,84.3756,0.625005311,0.582587892,0.127189775,0.065799536,0.146817799,1.645559919,0.004453436,0.000185727,16.49212302,15.37284726,3.356178549,1.736263722,3.874106591,43.42167363,0.117513594,0.004900812,0.042873089,1.908525703,1.344514159,19.5,18.2,3.9,2,4.5,51.4,0.1,0,19.1684443,29.3784682,26.60533499,38.80646418,36.63864482,38.1323838,16.30325849,16.30508082,[1.1-1.2),[3.6-3.8),[4.75-5.0),[750-875),[500-750),[0.25-0.3),[0.2-0.25),[19-20),[29-30),[26-27),[38-39),[36-38),[36-40),[16-17),[16-17),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IBITUK
IBOZIK,0.94,3.82,5.89,1471.57462,1565.417961,0.491034,0.5223,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,4.6089,97.1105,1.777578454,1.526688222,0.341070255,0.180021137,0.372426637,0.396378945,0.014211138,0.000504445,37.45412467,32.16779032,7.186455164,3.793100718,7.847143766,8.351826272,0.299433052,0.010628805,0.110793709,1.865070561,1.450120259,38.5,33.1,7.4,3.9,8,8.6,0.3,0,16.77386668,25.11840483,22.93605004,32.47003801,31.00093015,24.11671231,14.16953105,13.40456528,[0.8-1.0),[3.8-4.0),[5.75-6.0),[1400-1600),[1500-1750),[0.45-0.5),[0.5-0.6),[16-17),[24-26),[20-24),[30-36),[30-34),[24-26),[14-16),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IBOZIK
IBUDOZ,1.489,3.51,4.44,586.847382,394.077773,0.205781,0.1382,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.3438,78.2324,0.335083283,1.265607031,0.199335179,0.163409865,0.32599862,0.052878079,0.001460986,4.77E-05,11.18445666,42.24360839,6.653437469,5.454317304,10.88122751,1.764971907,0.048764998,0.001591893,0.029437567,2.645475151,1.503778126,14.2,53.9,8.5,6.9,13.9,2.2,0,0,23.15051882,36.03536237,32.57495397,46.99325709,44.38566902,28.66975878,19.10008514,18.08209556,[1.4-1.5),[3.4-3.6),[4.25-4.5),[500-625),[250-500),[0.2-0.25),[0.1-0.15),[22-24),[36-38),[32-34),[46-50),[44-46),[28-30),[19-20),[18-19),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IBUDOZ
IBUYAH,1.495,3.2,3.69,82.945347,55.48299,0.086476,0.0578,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,0.6864,23.0015,0.368666765,0.175036346,0.052451545,0.003622158,0.020407805,0.063922597,0.002269345,6.67E-05,12.35335875,5.865152451,1.757556739,0.121371983,0.68382875,2.141930986,0.076041655,0.002235399,0.204731436,1.390460671,0.532466567,53.7,25.5,7.6,0.5,2.9,9.3,0.3,0,21.76479087,32.83462026,30.2003257,41.37055338,40.57351401,31.14272131,18.64819397,17.60998937,[1.4-1.5),[3.2-3.4),[3.4-4.0),[0-500),[0-250),[0-0.2),[0-0.1),[21-22),[32-34),[30-32),[41-42),[40-42),[30-32),[18-19),[17-18),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IBUYAH
ICAGOK,0.838,4.64,8.19,1817.87752,2168.806637,0.583738,0.6965,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,6.0417,113.507,2.295661092,2.065148979,0.461030364,0.256852427,0.526343882,0.416169339,0.019789607,0.000713626,43.12910608,38.79842268,8.661482114,4.825544846,9.888542006,7.818667851,0.371791836,0.013407046,0.108145074,1.866425311,1.463980689,37.9,34.1,7.6,4.2,8.7,6.8,0.3,0,15.84583031,24.66312861,22.3337289,32.54558283,30.96932368,21.96529377,13.29298036,12.31257413,[0.8-1.0),[4.5-4.75),[8.0-10.0),[1800-2000),[2000-2250),[0.55-0.6),[0.6-0.7),[14-16),[24-26),[20-24),[30-36),[30-34),[20-24),[10-14),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ICAGOK
ICALOP,0.797,5.53,7.08,2496.674174,3134.574696,0.73861,0.9267,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,8.5998,153.5286,2.776664758,2.878238503,0.601049789,0.530279261,0.942428329,0.846136862,0.024110865,0.000869392,49.57076158,51.38411981,10.73031799,9.466878103,16.82482188,15.1057662,0.430442298,0.015520933,0.084147373,1.995285688,1.688019909,32.2,33.4,6.9,6.1,10.9,9.8,0.2,0,16.98525101,26.47587041,24.06711332,35.19038742,33.45738247,27.3534306,14.43162601,13.61423566,[0.6-0.8),[5.0-6.0),[7.0-8.0),[2400-2600),[3000-3500),[0.7-0.8),[0.8-1.0),[16-17),[26-27),[24-26),[30-36),[30-34),[26-28),[14-16),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ICALOP
ICEGED,0.943,5.74,7.08,2170.990618,2301.631358,0.605081,0.6416,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,6.5679,138.8565,1.83325346,1.336054569,0.312901357,0.143769729,0.299591965,2.624345834,0.017295705,0.000665812,38.75819931,28.24654113,6.615284482,3.039544683,6.333900556,55.48328211,0.365661597,0.014076434,0.06832966,1.77912109,1.439655386,27.9,20.3,4.7,2.1,4.5,39.9,0.2,0,14.51356931,22.22419459,20.17360182,28.71202754,27.50918721,33.60147024,12.68918961,12.86966018,[0.8-1.0),[5.0-6.0),[7.0-8.0),[2000-2200),[2250-2500),[0.6-0.7),[0.6-0.7),[14-16),[20-24),[20-24),[25-30),[25-30),[32-34),[10-14),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ICEGED
ICORAV,1.761,4.04,4.76,980.739872,556.954383,0.27277,0.1548,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.7483,147.9396,0.286452369,0.15947692,0.042273616,0.009373417,0.029737441,3.218618562,0.002258302,8.30E-05,11.30590995,6.294350777,1.668485763,0.369956816,1.173698902,127.0347728,0.089132307,0.003275022,0.014602261,1.571872064,0.945617691,7.6,4.2,1.1,0.2,0.7,85.8,0,0,17.70796073,26.80767433,24.25749219,35.36677494,33.6102368,50.34390681,15.35304478,16.01048221,[1.6-1.8),[4.0-4.25),[4.75-5.0),[875-1000),[500-750),[0.25-0.3),[0.15-0.2),[17-18),[26-27),[24-26),[30-36),[30-34),[50-60),[14-16),[16-17),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ICORAV
ICOWON,1.262,3.46,5.06,1081.175206,856.804596,0.356832,0.2827,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,6.5061,184.0146,0.654456714,0.761593248,0.157713677,0.086215614,0.182543841,4.659232715,0.004172607,0.000147588,18.51032804,21.54052446,4.460695161,2.438479528,5.162979153,131.7794197,0.118015925,0.004174292,0.019736821,2.012067223,1.416902599,10,11.7,2.4,1.3,2.8,71.6,0,0,18.0595987,27.63056409,24.99231349,36.75950484,34.49095021,58.19224753,15.36806012,16.55792314,[1.2-1.3),[3.4-3.6),[5.0-5.25),[1000-1200),[750-1000),[0.35-0.4),[0.25-0.3),[18-19),[27-28),[24-26),[36-38),[34-36),[50-60),[14-16),[16-17),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ICOWON
ICOYIK,1.571,3.47,4.91,789.448321,502.40786,0.309284,0.1968,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,5.8487,205.9906,0.023573044,0.000291797,0.000390221,0,5.02E-06,5.823789688,0.000663877,1.16E-05,0.830236537,0.010277022,0.013743477,0,0.000176721,205.112374,0.023381584,0.000407818,0.000714136,0.311572747,0,0.4,0,0,0,0,99.5,0,0,26.92184889,42.28260179,38.67577811,53.31363062,52.60959409,110.398363,30.74183551,38.7372097,[1.5-1.6),[3.4-3.6),[4.75-5.0),[750-875),[500-750),[0.3-0.35),[0.15-0.2),[24-30),[40-65],[36-40),[50-55),[50-60),[70-112],[30-35],[30-47],https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ICOYIK
IDAGOL,1.491,3.06,3.53,164.302374,110.178556,0.146516,0.0982,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.2491,41.75,0.0444906,0.001934457,0.001192218,4.56E-06,4.86E-05,1.200237159,0.001097966,7.68E-05,1.487078585,0.064658352,0.039849362,0.000152436,0.001625986,40.11739528,0.036699014,0.002566009,0.006517795,0.676070546,0.281249422,3.5,0.1,0,0,0,96,0,0,15.36406769,20.81045884,19.94546238,23.03370037,24.42728072,37.35061888,15.13696044,16.72800026,[1.4-1.5),[3.0-3.2),[3.4-4.0),[0-500),[0-250),[0-0.2),[0-0.1),[14-16),[20-24),[15-20),[20-25),[20-25),[36-40),[14-16),[16-17),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IDAGOL
IDAGUR,1.383,3.47,3.85,538.066401,388.9715,0.176567,0.1276,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.7001,52.7115,0.281950306,0.055882592,0.019902982,0.000709789,0.004877006,1.333976939,0.002657338,0.000119586,8.741975007,1.732660738,0.617099432,0.022007286,0.151213386,41.36045538,0.082391747,0.003707818,0.035085689,1.169895702,0.436613861,16.5,3.2,1.1,0,0.2,78.4,0.1,0,17.87407627,26.26663072,24.09683269,31.74784262,31.76643837,37.87316356,15.68586345,15.87104777,[1.3-1.4),[3.4-3.6),[3.4-4.0),[500-625),[250-500),[0-0.2),[0.1-0.15),[17-18),[26-27),[24-26),[30-36),[30-34),[36-40),[14-16),[15-16),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IDAGUR
IDIWOH01,1,6.99,7.47,1656.126938,1656.671291,0.530912,0.5309,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,5.1692,115.8243,2.008207812,1.626448593,0.375783264,0.221308497,0.441461295,0.477471888,0.017922457,0.000597122,44.99713106,36.44320077,8.420029374,4.958773375,9.891651462,10.69852681,0.401581518,0.013379485,0.112113377,1.803398339,1.50392684,38.8,31.4,7.2,4.2,8.5,9.2,0.3,0,15.58407597,23.12146269,21.11913051,30.19327009,28.52534021,20.15192652,13.33320185,12.45254601,[1.0-1.1),[6.0-7.0),[7.0-8.0),[1600-1800),[1500-1750),[0.5-0.55),[0.5-0.6),[14-16),[20-24),[20-24),[30-36),[25-30),[20-24),[10-14),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IDIWOH01
IDIWOH,1,6.95,7.5,1655.318727,1654.708898,0.533061,0.533,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,5.2171,116.9781,2.018126938,1.631393955,0.377713936,0.220689059,0.444022225,0.506569253,0.017910285,0.000630934,45.25091895,36.57950064,8.469191106,4.948342203,9.955971231,11.35841547,0.401588631,0.014146958,0.111331004,1.799635692,1.491067648,38.6,31.2,7.2,4.2,8.5,9.7,0.3,0,15.61174812,23.15485207,21.13617441,30.21926144,28.57694437,20.41273017,13.36053869,12.49204628,[1.0-1.1),[6.0-7.0),[7.0-8.0),[1600-1800),[1500-1750),[0.5-0.55),[0.5-0.6),[14-16),[20-24),[20-24),[30-36),[25-30),[20-24),[10-14),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IDIWOH
IDUDIW,1.094,3.35,4.24,880.377792,804.965724,0.45036,0.4116,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,5.0796,124.521,1.631640936,1.101579241,0.292365152,0.045589353,0.199384314,1.793399893,0.015142543,0.000528783,39.99771494,27.00389007,7.166980042,1.117568161,4.887666619,43.96304121,0.371201231,0.012962477,0.083508565,1.569924961,0.685951958,32.1,21.6,5.7,0.8,3.9,35.3,0.2,0,20.95669563,32.49798527,29.76191314,41.12087098,39.84959297,30.59807485,18.19577695,17.29675359,[1.0-1.1),[3.2-3.4),[4.0-4.25),[875-1000),[750-1000),[0.45-0.5),[0.4-0.5),[20-21),[32-34),[28-30),[41-42),[38-40),[30-32),[18-19),[17-18),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IDUDIW
IFASOZ,0.746,6.42,9.01,1743.870038,2338.600742,0.562808,0.7544,2D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.9069,65.2995,1.761052527,0.890787815,0.220876378,0.083388382,0.167467887,0.763304866,0.01923548,0.000791313,29.43399695,14.88850867,3.691698315,1.393742287,2.799035909,12.75777567,0.321499253,0.013225892,0.144825439,1.68040418,1.493809654,45,22.8,5.6,2.1,4.2,19.5,0.4,0,12.29832994,18.51481154,16.79028497,24.3389558,22.97691116,27.01325642,10.45184322,10.23329165,[0.6-0.8),[6.0-7.0),[8.0-10.0),[1600-1800),[2250-2500),[0.55-0.6),[0.7-0.8),[12-14),[10-20),[15-20),[20-25),[20-25),[26-28),[10-14),[10-12),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IFASOZ
IFEHUY,1.037,9.98,11.17,1607.353166,1550.010156,0.635372,0.6127,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,4.9116,114.1624,1.54855539,1.067634946,0.250172898,0.12021663,0.237890032,1.669948488,0.016528191,0.000702285,35.99336149,24.81523798,5.814815274,2.794217522,5.52932233,38.81492387,0.384167811,0.01632335,0.08125688,1.778161817,1.516036156,31.5,21.7,5,2.4,4.8,34,0.3,0,13.97082491,21.15289027,19.35299088,27.07289098,25.96776789,30.2875276,12.25522283,12.22327618,[1.0-1.1),[8.0-10.0),[10.0-18.0],[1600-1800),[1500-1750),[0.6-0.7),[0.6-0.7),[12-14),[20-24),[15-20),[25-30),[25-30),[30-32),[10-14),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IFEHUY
IFENOY01,1.331,5.05,6.65,451.941722,339.509997,0.127063,0.0954,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,0.9304,27.7601,0.364280326,0.207840192,0.048678679,0.028437682,0.050825745,0.226851535,0.003355362,0.000135272,10.86887224,6.201236613,1.452404394,0.848482624,1.516465439,6.768469704,0.100112453,0.004036058,0.11355235,1.779014577,1.678539983,39.1,22.3,5.2,3,5.4,24.3,0.3,0,15.54134787,22.59024946,20.68475981,29.6972003,27.9001725,28.35530888,13.46604417,12.75230267,[1.3-1.4),[5.0-6.0),[6.5-7.0),[0-500),[250-500),[0-0.2),[0-0.1),[14-16),[20-24),[20-24),[25-30),[25-30),[28-30),[10-14),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IFENOY01
IFENOY02,1.324,5,6.57,461.459244,348.570449,0.132205,0.0998,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,0.9969,29.5812,0.381121889,0.209905213,0.050391789,0.028094246,0.050663689,0.272958347,0.003637433,0.000131543,11.30903567,6.228520607,1.495276318,0.833640993,1.503344428,8.099497223,0.107933607,0.003903275,0.10922173,1.73561026,1.663572857,38.2,21,5,2.8,5,27.3,0.3,0,15.61858606,22.62178005,20.72396706,29.6723517,27.90920675,28.93371061,13.72352738,12.92337507,[1.3-1.4),[5.0-6.0),[6.5-7.0),[0-500),[250-500),[0-0.2),[0-0.1),[14-16),[20-24),[20-24),[25-30),[25-30),[28-30),[10-14),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IFENOY02
IFENOY,1.349,5.11,6.55,440.514703,326.44127,0.123547,0.0915,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.1316,34.2276,0.334418526,0.201768887,0.04728281,0.028389905,0.05057628,0.466033228,0.003036511,0.000117322,10.11496942,6.102790253,1.430136617,0.858693511,1.529752346,14.09584546,0.091843636,0.003548574,0.074027431,1.778032419,1.683985347,29.5,17.8,4.1,2.5,4.4,41.1,0.2,0,15.67586378,22.78876545,20.83929205,29.95314077,28.11254593,31.21712378,13.65511115,12.99948741,[1.3-1.4),[5.0-6.0),[6.5-7.0),[0-500),[250-500),[0-0.2),[0-0.1),[14-16),[20-24),[20-24),[25-30),[25-30),[30-32),[10-14),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IFENOY
IFEPUG,1.349,7.94,8.14,609.325811,451.732141,0.203318,0.1507,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.2786,68.8901,0.519731006,0.721977969,0.147142174,0.1146435,0.222653632,0.548738255,0.003591438,0.000128548,15.71325315,21.82787336,4.448613221,3.466066709,6.731583914,16.5902419,0.108581511,0.003886453,0.052145382,2.04444549,1.544688481,22.8,31.6,6.4,5,9.7,24,0.1,0,16.99747734,25.47028273,23.2186273,33.063228,31.48662857,28.69734197,14.65472118,14.0526431,[1.3-1.4),[7.0-8.0),[8.0-10.0),[500-625),[250-500),[0.2-0.25),[0.15-0.2),[16-17),[24-26),[20-24),[30-36),[30-34),[28-30),[14-16),[14-15),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IFEPUG
IFEQAN,1.349,7.89,8.09,610.491445,452.568426,0.19935,0.1477,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.2699,68.6311,0.521988934,0.713375129,0.145893138,0.112092596,0.219537681,0.553270779,0.00361743,0.000124875,15.78249008,21.5691084,4.411122242,3.389152845,6.63778682,16.72830593,0.10937408,0.003775644,0.05270043,2.037379153,1.531754304,22.9,31.4,6.4,4.9,9.6,24.3,0.1,0,16.97659697,25.48048576,23.19325467,33.08172816,31.50222255,28.70531806,14.64189379,14.05819538,[1.3-1.4),[7.0-8.0),[8.0-10.0),[500-625),[250-500),[0-0.2),[0.1-0.15),[16-17),[24-26),[20-24),[30-36),[30-34),[28-30),[14-16),[14-15),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IFEQAN
IFEQIV,1.323,7.32,7.86,634.978966,479.898808,0.202215,0.1528,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.1546,63.898,0.538184478,0.59317315,0.126150003,0.083316169,0.165007714,0.644413865,0.004153095,0.000162734,15.96098663,17.59179072,3.741242243,2.470915285,4.893648979,19.11144132,0.123168717,0.004826203,0.058757176,1.959218976,1.514768609,24.9,27.5,5.8,3.8,7.6,29.9,0.1,0,15.77196635,23.46008027,21.41505594,30.37273028,28.88891438,29.02532212,13.61783546,13.26550235,[1.3-1.4),[7.0-8.0),[7.0-8.0),[625-750),[250-500),[0.2-0.25),[0.15-0.2),[14-16),[20-24),[20-24),[30-36),[25-30),[28-30),[10-14),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IFEQIV
IGAHAB,1.097,5.86,7.24,1417.398328,1292.136917,0.493342,0.4497,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.5515,87.32,0.900111409,1.047794564,0.197547737,0.394865187,0.509816062,0.493036632,0.007982992,0.000342366,22.130873,25.76193144,4.857069732,9.708477439,12.53475338,12.12220062,0.196276339,0.008417687,0.059909503,2.210002881,2.323574421,25.3,29.5,5.5,11.1,14.3,13.8,0.2,0,21.76692496,36.48703423,32.46783622,50.13090884,46.72329402,28.92560446,17.61671121,16.31975886,[1.0-1.1),[5.0-6.0),[7.0-8.0),[1400-1600),[1250-1500),[0.45-0.5),[0.4-0.5),[21-22),[36-38),[32-34),[50-55),[46-50),[28-30),[17-18),[16-17),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IGAHAB
IGAHED01,1.52,3.11,4.04,775.103249,509.928082,0.235939,0.1552,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,4.2551,144.9718,0.638798343,0.795597843,0.177773529,0.042136158,0.169198108,2.427134862,0.004338239,0.000163475,21.76372882,27.10585571,6.056707738,1.435570293,5.764544916,82.69198808,0.147802909,0.005569553,0.031172138,1.864727016,0.747103361,15,18.6,4.1,0.9,3.9,57,0.1,0,22.5359935,34.59219914,31.4592282,44.94768053,43.10957781,37.41869641,19.41010256,18.8724221,[1.5-1.6),[3.0-3.2),[4.0-4.25),[750-875),[500-750),[0.2-0.25),[0.15-0.2),[22-24),[34-36),[30-32),[42-46),[42-44),[36-40),[19-20),[18-19),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IGAHED01
IGAHED02,1.537,3.14,4.07,780.350423,507.856503,0.23818,0.1549,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,4.2428,146.1227,0.620695102,0.865080999,0.18930296,0.045234112,0.184397867,2.333886293,0.004016809,0.000160927,21.37695624,29.79369194,6.519660095,1.55787862,6.350726978,80.37985962,0.138340312,0.005542387,0.030240754,1.904092872,0.735921396,14.6,20.3,4.4,1,4.3,55,0,0,22.96236228,35.35082013,32.08269626,45.5520471,43.95652657,37.23580012,19.69428934,19.09109721,[1.5-1.6),[3.0-3.2),[4.0-4.25),[750-875),[500-750),[0.2-0.25),[0.15-0.2),[22-24),[34-36),[32-34),[42-46),[42-44),[36-40),[19-20),[19-20),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IGAHED02
IGAHED,1.523,3.15,4.09,791.395604,519.729175,0.242413,0.1591,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,4.1997,143.3356,0.632143008,0.816192695,0.179863883,0.047257802,0.182387764,2.337408856,0.004284313,0.000164324,21.57499844,27.85660189,6.138742249,1.612905623,6.224882136,79.7756074,0.146223328,0.005608368,0.031269176,1.89076475,0.777318633,15,19.4,4.2,1.1,4.3,55.6,0.1,0,22.62211354,34.7467053,31.57336101,45.11173841,43.37637292,37.20677747,19.47206389,18.90314097,[1.5-1.6),[3.0-3.2),[4.0-4.25),[750-875),[500-750),[0.2-0.25),[0.15-0.2),[22-24),[34-36),[30-32),[42-46),[42-44),[36-40),[19-20),[18-19),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IGAHED
IJASAO01,1.217,3.19,5.43,810.012197,665.599394,0.332836,0.2734,2D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.8017,76.4208,0.712334859,1.075058143,0.200946217,0.196804124,0.364957851,0.246244903,0.005120138,0.000185036,19.43039975,29.32442406,5.481221758,5.368237647,9.954976707,6.716836656,0.139662313,0.005047227,0.060166163,2.229158126,1.61775496,25.4,38.3,7.1,7,13,8.7,0.1,0,20.94651775,32.72743027,29.47267277,44.05785582,41.15788161,29.71395269,17.77798216,16.84324738,[1.2-1.3),[3.0-3.2),[5.25-5.5),[750-875),[500-750),[0.3-0.35),[0.25-0.3),[20-21),[32-34),[28-30),[42-46),[40-42),[28-30),[17-18),[16-17),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IJASAO01
IJASAO,1.217,3.24,5.08,779.176673,640.261373,0.324812,0.2668,2D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.6941,73.4875,0.703962151,1.020538414,0.196679948,0.175518267,0.333429257,0.258759703,0.005040837,0.000184421,19.20201691,27.83728621,5.364850471,4.787622059,9.094969421,7.058203609,0.137499215,0.005030459,0.062421708,2.162011657,1.579209947,26.1,37.8,7.3,6.5,12.3,9.6,0.1,0,21.20034252,32.92886389,29.7371443,44.06279371,41.29990772,30.80228422,18.01122687,17.12360461,[1.2-1.3),[3.2-3.4),[5.0-5.25),[750-875),[500-750),[0.3-0.35),[0.25-0.3),[21-22),[32-34),[28-30),[42-46),[40-42),[30-32),[18-19),[17-18),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IJASAO
IJASIW,1.591,3.07,3.88,303.564306,190.746997,0.212158,0.1333,3D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.8662,66.57,0.31673497,0.364346311,0.080262192,0.044668562,0.112734296,0.942981557,0.004373225,0.00013523,11.29816487,12.99649574,2.86301029,1.593359832,4.02131367,33.63683237,0.155996072,0.00482376,0.036072512,1.891438035,1.188686058,16.9,19.5,4.3,2.3,6,50.5,0.2,0,24.20866768,37.91704377,34.35109029,49.98779133,47.56124027,34.88819004,20.95006813,20.05055744,[1.5-1.6),[3.0-3.2),[3.4-4.0),[0-500),[0-250),[0.2-0.25),[0.1-0.15),[24-30),[36-38),[34-36),[46-50),[46-50),[34-36),[20-21),[20-22),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IJASIW
IJASOC,1.019,4.98,6.07,1667.072747,1635.364843,0.493119,0.4839,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,7.0541,161.1752,1.025735203,0.889165499,0.19068795,0.14088047,0.266747814,4.531866435,0.008661034,0.000319357,23.43657007,20.31614929,4.356944636,3.218915553,6.094802836,103.5466122,0.197892124,0.007296851,0.030026913,1.942889551,1.584423141,14.5,12.6,2.7,1.9,3.7,64.2,0.1,0,18.64534327,28.62421429,26.20789844,36.88077243,35.45280232,58.47619973,16.53288237,20.50839942,[1.0-1.1),[4.75-5.0),[6.0-6.5),[1600-1800),[1500-1750),[0.45-0.5),[0.4-0.5),[18-19),[28-29),[26-27),[36-38),[34-36),[50-60),[16-17),[20-22),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=IJASOC
